x,y,cp,dun
0.671010072,0.08346717,-0.170061976,-220920.2975
0.662784077,0.085133755,-0.179087183,-222624.4965
0.654508497,0.086791674,-0.188230285,-224445.0106
0.646185852,0.088439991,-0.197516481,-226240.1774
0.637818678,0.090077471,-0.206908033,-228068.5109
0.629409523,0.091702574,-0.216332725,-229761.0457
0.620960948,0.093313798,-0.225830355,-231403.7799
0.612475527,0.094909775,-0.235466929,-233274.3768
0.603955845,0.096489223,-0.245187586,-235335.9085
0.595404498,0.098050877,-0.254926515,-237436.3571
0.586824089,0.09959345,-0.264720331,-239606.9043
0.578217233,0.101115637,-0.274597433,-241688.9042
0.56958655,0.102616158,-0.284624264,-243479.5086
0.560934672,0.104093477,-0.294791334,-245261.1487
0.552264232,0.105545927,-0.305012238,-247317.31
0.543577871,0.106971909,-0.315244463,-249559.0079
0.534878237,0.108369995,-0.32553618,-251720.0628
0.526167978,0.109738907,-0.33592056,-253749.9615
0.517449748,0.11107735,-0.346356993,-255731.7797
0.508726203,0.11238373,-0.3568717,-257882.5387
0.5,0.113656295,-0.367473715,-260258.567
0.491273797,0.114893342,-0.378093528,-262684.0399
0.482550252,0.116093292,-0.388666238,-265028.5822
0.473832022,0.117254626,-0.39924553,-267451.32
0.465121763,0.118375879,-0.409806652,-269837.7713
0.456422129,0.119455474,-0.420346094,-272170.3251
0.447735768,0.120491815,-0.430861328,-274560.8611
0.439065328,0.121483355,-0.441309077,-277013.7395
0.43041345,0.122428524,-0.451660588,-279378.2458
0.421782767,0.123325776,-0.461930629,-281746.799
0.413175911,0.124173594,-0.472066203,-284278.659
0.404595502,0.124970406,-0.482011988,-286832.0786
0.396044155,0.125714629,-0.491779458,-289188.3913
0.387524473,0.126404777,-0.501377292,-291516.775
0.379039052,0.127039363,-0.510655492,-293952.3369
0.370590477,0.127616986,-0.519548952,-296271.7655
0.362181322,0.12813635,-0.528059198,-298507.9475
0.353814148,0.128596241,-0.53621907,-300867.9857
0.345491503,0.128995539,-0.544024557,-303314.6845
0.337215923,0.129333044,-0.551272327,-305675.4318
0.328989928,0.129606581,-0.557595934,-307586.7128
0.320816025,0.129813503,-0.562652876,-309026.7533
0.312696703,0.129952962,-0.566299805,-310304.1868
0.304634436,0.13002706,-0.568847543,-311572.6996
0.296631678,0.130039544,-0.571026739,-312675.1269
0.288690869,0.129993377,-0.573329592,-313745.3783
0.280814427,0.12988959,-0.576036035,-314779.9452
0.27300475,0.129728954,-0.579338349,-315774.0406
0.265264219,0.12951099,-0.583128913,-316883.944
0.25759519,0.12923362,-0.586931382,-318144.6553
0.25,0.12889456,-0.590279371,-319274.4888
0.242480963,0.128492104,-0.593116532,-320097.8835
0.235040368,0.128025119,-0.595488369,-320723.3276
0.227680482,0.127492708,-0.597294491,-321229.1238
0.220403548,0.126893655,-0.598415315,-321583.9697
0.213211782,0.126226709,-0.598705006,-321769.6461
0.206107374,0.125490854,-0.598011036,-321729.2133
0.199092488,0.124685269,-0.596251172,-321331.9111
0.192169262,0.123809373,-0.593408553,-320540.9584
0.185339804,0.122862692,-0.589449913,-319424.471
0.178606195,0.121844471,-0.584238802,-317952.16
0.171970486,0.120754151,-0.577663492,-316084.0094
0.165434697,0.119591336,-0.569601703,-313813.5453
0.15900082,0.118355708,-0.559887332,-310965.7734
0.152670815,0.11704723,-0.548488002,-307551.0345
0.146446609,0.115665899,-0.535361835,-303664.9071
0.1403301,0.114211781,-0.520467688,-299229.619
0.134323149,0.11268518,-0.50376388,-294161.0581
0.128427587,0.111086268,-0.485112271,-288428.1748
0.12264521,0.109415227,-0.464466508,-282084.9901
0.116977778,0.107672508,-0.441779451,-275094.2719
0.111427019,0.105858447,-0.416920055,-267389.2912
0.105994623,0.103973542,-0.389838672,-258955.2548
0.100682245,0.10201855,-0.36048927,-249723.4485
0.095491503,0.099994207,-0.328860989,-239750.9696
0.090423978,0.097901502,-0.295047383,-229112.3994
0.085481214,0.095741458,-0.259021879,-217724.2549
0.080664716,0.093514554,-0.220657556,-205546.3509
0.075975952,0.091221524,-0.179899847,-192602.9519
0.07141635,0.088863337,-0.136757093,-178890.9589
0.066987298,0.086441002,-0.09130743,-164556.3566
0.062690146,0.083955858,-0.043648142,-149596.8402
0.058526204,0.081409178,0.006107196,-134044.4007
0.054496738,0.078801986,0.057892814,-118000.8421
0.050602977,0.076135653,0.111537703,-101558.8666
0.046846106,0.073411308,0.166907254,-84794.66728
0.043227271,0.070629858,0.223959015,-67843.62047
0.039747573,0.06779253,0.282356251,-50851.75059
0.036408073,0.064900807,0.341748051,-34024.55491
0.033209787,0.061956359,0.401892815,-17570.7379
0.03015369,0.058961055,0.462302358,-1714.313504
0.027240712,0.055916591,0.522578256,13323.32376
0.024471742,0.05282453,0.582362314,27324.34651
0.021847622,0.049686587,0.641063007,40104.44669
